Date,Time,Month,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
10/21/2004,2:00:00,10,2.0,1109,-200,9.3,951,210,664,77,1570,1076,20.8,71.7,1.7415
10/21/2004,3:00:00,10,1.5,994,-200,6.0,812,-200,784,-200,1453,947,21.4,69.0,1.7421
10/21/2004,4:00:00,10,-200.0,1015,-200,6.6,839,99,754,59,1473,970,21.4,69.3,1.7515
10/21/2004,5:00:00,10,0.8,966,-200,5.1,771,149,830,60,1420,900,21.3,69.5,1.7447
10/21/2004,6:00:00,10,1.3,1088,-200,8.8,932,203,706,72,1565,1034,21.5,67.5,1.708
10/21/2004,7:00:00,10,2.7,1303,-200,16.6,1198,332,578,83,1791,1235,21.9,64.8,1.683
10/21/2004,8:00:00,10,3.6,1440,-200,24.3,1412,446,494,104,2016,1455,22.6,61.4,1.6645
10/21/2004,9:00:00,10,3.6,1392,-200,20.6,1313,524,517,119,1866,1478,22.6,61.5,1.6636
10/21/2004,10:00:00,10,2.6,1248,-200,15.6,1167,347,572,105,1704,1393,25.5,52.3,1.6796
10/21/2004,11:00:00,10,2.0,1197,-200,12.2,1058,273,634,91,1626,1237,27.0,47.6,1.67
10/21/2004,12:00:00,10,3.3,1357,-200,17.7,1230,404,542,103,1834,1373,25.2,53.3,1.6834
10/21/2004,13:00:00,10,2.6,1263,-200,14.8,1143,-200,578,-200,1736,1310,26.6,49.3,1.6872
10/21/2004,14:00:00,10,2.1,1261,-200,15.0,1148,312,585,111,1733,1287,27.2,48.5,1.7172
10/21/2004,15:00:00,10,2.9,1382,-200,16.7,1200,369,539,101,1807,1413,26.9,50.0,1.7507
10/21/2004,16:00:00,10,3.0,1400,-200,17.7,1230,362,519,102,1864,1483,26.5,52.2,1.7769
10/21/2004,17:00:00,10,3.2,1443,-200,20.9,1322,335,488,101,1933,1539,27.0,51.0,1.7936
10/21/2004,18:00:00,10,4.4,1630,-200,28.7,1520,447,427,118,2166,1691,25.9,55.8,1.8347
10/21/2004,19:00:00,10,6.0,1720,-200,34.8,1661,576,382,120,2403,1846,25.1,59.4,1.8632
10/21/2004,20:00:00,10,5.0,1600,-200,27.5,1492,486,432,107,2160,1665,24.7,58.7,1.8001
10/21/2004,21:00:00,10,4.3,1525,-200,24.9,1427,439,450,104,2085,1577,23.6,62.2,1.7863
10/21/2004,22:00:00,10,4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1.794
10/21/2004,23:00:00,10,4.2,1455,-200,22.2,1357,441,466,91,1964,1530,21.6,69.2,1.763
10/22/2004,0:00:00,10,2.2,1203,-200,13.2,1090,223,593,74,1655,1205,21.3,68.5,1.7164
10/22/2004,1:00:00,10,1.3,1038,-200,7.9,895,126,714,63,1474,999,21.2,68.6,1.7046
10/22/2004,2:00:00,10,1.0,975,-200,5.9,807,116,788,57,1423,904,20.3,70.6,1.6659
10/22/2004,3:00:00,10,0.7,917,-200,4.1,714,-200,870,-200,1355,843,20.8,67.3,1.6353
10/22/2004,4:00:00,10,-200.0,930,-200,4.6,741,125,849,48,1392,843,19.6,71.3,1.612
10/22/2004,5:00:00,10,0.9,960,-200,5.8,804,198,802,49,1435,886,18.7,74.4,1.5861
10/22/2004,6:00:00,10,1.0,982,-200,6.5,834,185,770,55,1435,911,19.8,69.2,1.5808
10/22/2004,7:00:00,10,2.8,1359,-200,19.5,1282,425,541,78,1912,1319,19.8,69.4,1.5859
10/22/2004,8:00:00,10,4.1,1500,-200,28.0,1503,465,437,91,2158,1927,20.4,66.7,1.5781
10/22/2004,9:00:00,10,2.9,1315,-200,18.7,1261,341,535,88,1830,1554,22.3,60.6,1.6069
10/22/2004,10:00:00,10,2.7,1307,-200,18.3,1248,316,525,83,1787,1565,22.6,59.9,1.6246
10/22/2004,11:00:00,10,2.1,1235,-200,14.3,1125,241,574,81,1704,1462,24.5,54.5,1.6514
10/22/2004,12:00:00,10,2.4,1310,-200,16.5,1194,266,538,83,1781,1487,24.4,55.4,1.6712
10/22/2004,13:00:00,10,3.8,1459,-200,22.9,1375,412,467,111,2007,1690,26.0,51.9,1.7148
10/22/2004,14:00:00,10,3.7,1461,-200,22.3,1358,394,474,112,2033,1603,26.8,49.1,1.7101
10/22/2004,15:00:00,10,3.7,1476,-200,22.0,1352,365,474,112,1996,1568,26.4,49.8,1.6928
10/22/2004,16:00:00,10,5.5,1612,-200,27.7,1496,548,429,137,2127,1743,26.9,48.6,1.7017
10/22/2004,17:00:00,10,5.4,1654,-200,29.8,1546,494,435,152,2176,2007,26.2,48.9,1.634
10/22/2004,18:00:00,10,8.4,1808,-200,40.0,1771,686,373,163,2486,2235,24.3,54.3,1.6276
10/22/2004,19:00:00,10,6.8,1681,-200,35.1,1666,556,397,135,2339,1998,23.3,58.1,1.6457
10/22/2004,20:00:00,10,4.5,1494,-200,25.5,1443,467,454,119,2020,1795,22.3,62.5,1.6616
10/22/2004,21:00:00,10,2.5,1251,-200,13.7,1107,297,579,91,1657,1407,21.3,66.1,1.6556
10/22/2004,22:00:00,10,1.6,1132,-200,9.7,965,164,669,74,1502,1211,21.2,65.7,1.6319
10/22/2004,23:00:00,10,1.7,1158,-200,9.8,970,196,664,73,1509,1202,20.3,68.1,1.6009
10/23/2004,0:00:00,10,1.7,1146,-200,10.1,983,201,673,71,1518,1136,20.4,66.7,1.583
10/23/2004,1:00:00,10,1.1,993,-200,6.0,813,132,792,57,1413,946,19.9,67.5,1.5544
10/23/2004,2:00:00,10,1.0,989,-200,6.0,814,146,800,51,1418,915,19.1,70.0,1.5331
10/23/2004,3:00:00,10,0.8,943,-200,4.6,746,-200,852,-200,1374,864,19.3,68.1,1.5139
10/23/2004,4:00:00,10,-200.0,910,-200,4.0,712,94,872,42,1341,836,19.6,66.9,1.5125
10/23/2004,5:00:00,10,0.7,925,-200,4.6,742,127,876,43,1381,842,18.1,72.1,1.4834
10/23/2004,6:00:00,10,1.2,1039,-200,7.6,882,217,724,52,1473,1002,18.1,72.3,1.4927
10/23/2004,7:00:00,10,2.3,1208,-200,13.6,1104,394,598,65,1699,1165,17.6,74.8,1.491
10/23/2004,8:00:00,10,3.0,1268,-200,16.0,1179,511,545,69,1753,1294,18.2,72.8,1.5048
10/23/2004,9:00:00,10,3.3,1353,-200,18.9,1265,523,507,91,1833,1475,20.2,65.8,1.5374
10/23/2004,10:00:00,10,2.8,1317,-200,15.7,1171,471,542,92,1727,1436,21.6,61.4,1.5696
10/23/2004,11:00:00,10,3.0,1356,-200,16.2,1187,441,534,102,1738,1465,23.3,57.5,1.6169
10/23/2004,12:00:00,10,3.4,1414,-200,19.4,1279,414,504,118,1854,1583,25.0,52.4,1.6356
10/23/2004,13:00:00,10,3.0,1326,-200,16.9,1206,317,533,111,1785,1432,25.4,50.8,1.6275
10/23/2004,14:00:00,10,2.3,1211,-200,12.5,1067,230,609,101,1608,1270,26.1,47.1,1.5724
10/23/2004,15:00:00,10,3.1,1324,-200,15.8,1173,365,564,119,1749,1354,27.0,44.2,1.549
10/23/2004,16:00:00,10,3.0,1324,-200,16.0,1181,360,565,115,1747,1318,27.2,43.0,1.5246
10/23/2004,17:00:00,10,3.3,1361,-200,16.3,1189,420,549,120,1776,1351,25.6,48.3,1.5641
10/23/2004,18:00:00,10,4.0,1475,-200,21.0,1324,475,490,115,1925,1530,23.3,57.9,1.6376
10/23/2004,19:00:00,10,4.6,1537,-200,23.1,1381,526,469,118,2016,1615,22.2,63.6,1.6763
10/23/2004,20:00:00,10,4.1,1413,-200,17.7,1231,460,520,117,1853,1415,21.6,67.7,1.7228
10/23/2004,21:00:00,10,2.3,1229,-200,12.2,1055,255,607,96,1668,1219,21.0,69.3,1.7058
10/23/2004,22:00:00,10,2.6,1297,-200,14.6,1136,283,567,89,1725,1307,20.3,70.5,1.6599
10/23/2004,23:00:00,10,2.6,1302,-200,13.1,1088,271,594,84,1639,1297,20.0,69.5,1.6109
10/24/2004,0:00:00,10,2.9,1347,-200,15.5,1165,315,573,97,1741,1321,19.7,70.1,1.5891
10/24/2004,1:00:00,10,2.1,1165,-200,11.8,1042,227,631,68,1621,1133,19.5,70.7,1.5851
10/24/2004,2:00:00,10,2.1,1155,-200,10.9,1012,243,633,66,1577,1124,19.4,71.4,1.5959
10/24/2004,3:00:00,10,1.5,1050,-200,8.4,916,-200,696,-200,1512,997,19.3,71.1,1.5746
10/24/2004,4:00:00,10,-200.0,1035,-200,7.0,855,142,731,51,1467,952,18.7,73.8,1.5704
10/24/2004,5:00:00,10,1.4,1057,-200,8.6,925,139,684,48,1503,972,18.0,75.4,1.5441
10/24/2004,6:00:00,10,1.2,1029,-200,7.5,880,182,709,47,1451,965,17.3,78.4,1.532
10/24/2004,7:00:00,10,1.5,1037,-200,8.1,902,196,704,48,1481,984,17.5,76.6,1.5174
10/24/2004,8:00:00,10,0.9,920,-200,4.8,755,108,853,45,1359,880,20.0,66.7,1.5401
10/24/2004,9:00:00,10,1.4,1080,-200,7.8,891,175,732,59,1477,1001,19.1,70.0,1.5366
10/24/2004,10:00:00,10,2.1,1152,-200,9.7,966,266,661,84,1542,1137,21.4,61.7,1.5547
10/24/2004,11:00:00,10,1.6,1085,-200,8.4,918,179,721,72,1467,1023,24.6,50.4,1.5363
10/24/2004,12:00:00,10,1.5,1071,-200,7.6,882,154,745,68,1431,962,25.0,49.1,1.5295
10/24/2004,13:00:00,10,1.1,1000,-200,5.9,807,95,811,52,1376,825,25.3,46.7,1.4874
10/24/2004,14:00:00,10,1.4,1058,-200,7.4,875,151,756,70,1421,877,24.8,47.9,1.4819
10/24/2004,15:00:00,10,2.0,1184,-200,10.1,983,230,667,90,1537,1046,25.3,48.0,1.5249
10/24/2004,16:00:00,10,2.0,1189,-200,9.7,965,239,670,87,1533,1060,26.5,44.9,1.5278
10/24/2004,17:00:00,10,2.5,1277,-200,11.8,1043,306,614,99,1631,1155,25.0,50.1,1.563
10/24/2004,18:00:00,10,4.3,1482,-200,20.3,1305,472,503,128,1874,1464,22.9,57.6,1.5885
10/24/2004,19:00:00,10,5.2,1555,-200,24.3,1410,532,464,127,1971,2185,21.7,62.9,1.6117
10/24/2004,20:00:00,10,3.4,1324,-200,15.6,1168,375,568,99,1716,1959,21.8,63.0,1.619
10/24/2004,21:00:00,10,1.3,1015,-200,7.3,869,147,747,72,1439,1375,21.2,63.4,1.5748
10/24/2004,22:00:00,10,1.2,1010,-200,7.1,860,118,768,62,1450,1212,20.2,65.8,1.535
10/24/2004,23:00:00,10,1.7,1081,-200,9.0,938,181,697,62,1517,1273,18.4,71.5,1.5038
10/25/2004,0:00:00,10,1.7,1071,-200,8.9,936,209,695,63,1516,1249,17.9,72.4,1.4758
10/25/2004,1:00:00,10,1.4,1014,-200,7.2,864,167,745,56,1474,1097,16.9,75.4,1.4393
10/25/2004,2:00:00,10,0.9,891,-200,4.4,735,112,878,44,1353,933,16.5,75.5,1.4056
10/25/2004,3:00:00,10,0.7,874,-200,4.1,715,-200,889,-200,1315,858,15.4,79.0,1.3735
10/25/2004,4:00:00,10,-200.0,882,-200,4.3,729,108,875,37,1319,870,15.5,78.6,1.37
10/25/2004,5:00:00,10,0.9,940,-200,5.9,806,181,800,48,1392,1013,16.2,76.9,1.4029
10/25/2004,6:00:00,10,1.2,1020,-200,7.2,866,253,749,59,1440,1087,15.8,79.6,1.417
10/25/2004,7:00:00,10,3.2,1316,-200,18.5,1253,521,527,77,1780,1566,16.0,76.3,1.3772
10/25/2004,8:00:00,10,4.4,1423,-200,25.0,1429,649,467,88,1998,1631,16.3,74.3,1.3644
10/25/2004,9:00:00,10,3.5,1314,-200,18.8,1262,516,531,111,1754,1564,18.7,66.3,1.414
10/25/2004,10:00:00,10,3.2,1317,-200,19.5,1283,487,518,114,1812,1601,20.5,60.2,1.4346
10/25/2004,11:00:00,10,3.0,1305,-200,18.2,1245,529,524,108,1742,1539,19.3,66.2,1.4706
10/25/2004,12:00:00,10,3.5,1351,-200,20.0,1298,565,498,111,1821,1577,20.0,63.9,1.4805
10/25/2004,13:00:00,10,4.0,1438,-200,24.8,1425,558,451,126,1971,1732,21.4,59.4,1.4928
10/25/2004,14:00:00,10,3.8,1454,-200,23.1,1380,568,457,117,1947,1672,21.5,60.9,1.5398
10/25/2004,15:00:00,10,4.2,1512,-200,25.5,1441,605,432,119,2034,1744,21.6,60.9,1.5551
10/25/2004,16:00:00,10,5.0,1584,-200,32.0,1597,666,392,125,2176,1845,21.6,62.0,1.5784
10/25/2004,17:00:00,10,7.9,1816,-200,46.3,1897,814,330,158,2641,2164,21.7,61.9,1.592
10/25/2004,18:00:00,10,8.4,1824,-200,44.5,1862,860,340,149,2567,2106,21.0,64.9,1.5987
10/25/2004,19:00:00,10,8.0,1744,-200,41.0,1793,820,352,136,2469,2007,20.0,68.6,1.5882
10/25/2004,20:00:00,10,6.4,1588,-200,32.5,1610,742,400,112,2230,1791,19.3,71.4,1.5805
10/25/2004,21:00:00,10,3.5,1319,-200,19.1,1273,492,511,87,1806,1444,18.5,73.4,1.5461
10/25/2004,22:00:00,10,3.5,1313,-200,19.6,1285,464,505,82,1803,1373,17.7,75.6,1.5226
10/25/2004,23:00:00,10,1.9,1073,-200,10.7,1005,258,661,67,1488,1110,18.5,70.4,1.487
10/26/2004,0:00:00,10,2.2,1119,-200,12.2,1056,311,624,68,1562,1099,17.0,76.1,1.4582
10/26/2004,1:00:00,10,1.6,989,-200,8.0,900,231,737,60,1401,968,16.8,74.9,1.4258
10/26/2004,2:00:00,10,1.0,912,-200,5.5,788,127,822,48,1331,847,15.5,78.5,1.3782
10/26/2004,3:00:00,10,1.0,904,-200,5.5,787,-200,820,-200,1319,852,15.3,79.0,1.3605
10/26/2004,4:00:00,10,-200.0,851,-200,4.3,726,124,897,42,1277,799,15.0,77.9,1.3197
10/26/2004,5:00:00,10,0.9,902,-200,5.9,809,138,835,46,1355,834,14.8,79.4,1.3312
10/26/2004,6:00:00,10,1.4,981,-200,8.6,923,228,730,54,1425,956,15.7,77.0,1.3591
10/26/2004,7:00:00,10,3.0,1267,-200,18.7,1260,383,572,82,1776,1259,16.2,75.9,1.3872
10/26/2004,8:00:00,10,4.5,1392,-200,25.0,1429,581,469,93,1990,1494,16.3,75.9,1.3991
10/26/2004,9:00:00,10,3.8,1308,-200,19.6,1285,545,522,95,1781,1458,17.7,70.6,1.4202
10/26/2004,10:00:00,10,3.4,1313,-200,20.8,1318,593,511,120,1820,1491,18.3,67.6,1.4103
10/26/2004,11:00:00,10,3.5,1350,-200,20.1,1299,602,518,132,1784,1560,20.1,62.0,1.4409
10/26/2004,12:00:00,10,4.4,1477,-200,26.7,1471,624,455,146,2031,1750,22.6,54.5,1.4737
10/26/2004,13:00:00,10,4.0,1409,-200,23.6,1393,546,484,157,1874,1709,24.6,47.1,1.4378
10/26/2004,14:00:00,10,4.5,1495,-200,26.4,1465,597,451,158,2043,1786,24.9,48.3,1.4942
10/26/2004,15:00:00,10,5.3,1606,-200,30.9,1573,688,419,175,2165,1900,24.9,50.0,1.5522
10/26/2004,16:00:00,10,5.8,1669,-200,32.8,1615,760,404,166,2232,1963,24.0,55.0,1.6211
10/26/2004,17:00:00,10,8.4,1822,-200,45.9,1890,918,347,187,2641,2161,23.2,58.7,1.651
10/26/2004,18:00:00,10,9.5,1908,-200,52.1,2007,952,325,180,2775,2372,22.5,61.5,1.6579
10/26/2004,19:00:00,10,6.2,1664,-200,36.6,1699,685,385,134,2305,2062,22.2,61.0,1.6071
10/26/2004,20:00:00,10,5.0,1465,-200,24.0,1404,561,468,127,1962,1736,22.6,58.3,1.5829
10/26/2004,21:00:00,10,2.1,1076,-200,9.8,972,239,691,95,1506,1192,21.0,57.4,1.4098
10/26/2004,22:00:00,10,1.4,1055,-200,7.9,895,175,758,79,1468,1043,19.8,63.7,1.4524
10/26/2004,23:00:00,10,1.6,1075,-200,7.5,878,169,734,78,1495,948,17.7,78.8,1.5855
10/27/2004,0:00:00,10,2.0,1135,-200,9.2,948,215,685,80,1569,992,17.6,80.5,1.6062
10/27/2004,1:00:00,10,1.2,998,-200,5.7,799,115,786,67,1435,867,17.4,81.3,1.6066
10/27/2004,2:00:00,10,0.8,953,-200,4.4,734,94,861,61,1401,825,17.4,81.0,1.6012
10/27/2004,3:00:00,10,0.6,926,-200,3.9,708,-200,874,-200,1381,803,17.2,81.8,1.5856
10/27/2004,4:00:00,10,-200.0,895,-200,3.1,656,80,946,51,1343,786,17.0,81.0,1.5521
10/27/2004,5:00:00,10,0.7,967,-200,5.1,767,132,833,56,1416,866,16.8,81.3,1.5447
10/27/2004,6:00:00,10,1.7,1164,-200,10.5,997,295,641,68,1606,1113,17.6,78.8,1.5723
10/27/2004,7:00:00,10,3.4,1421,-200,20.6,1313,517,502,101,1983,1384,18.0,75.7,1.5527
10/27/2004,8:00:00,10,4.9,1465,-200,28.5,1515,555,454,119,2119,1516,18.0,74.8,1.5281
10/27/2004,9:00:00,10,2.7,1189,-200,12.7,1075,429,614,108,1652,1222,18.2,74.0,1.5343
10/27/2004,10:00:00,10,3.2,1278,-200,16.1,1182,561,585,132,1734,1354,19.7,65.4,1.4854
10/27/2004,11:00:00,10,2.7,1169,-200,14.9,1144,427,611,130,1666,1291,21.0,57.9,1.4267
10/27/2004,12:00:00,10,3.2,1214,-200,16.8,1203,445,580,129,1739,1308,20.7,58.6,1.4142
10/27/2004,13:00:00,10,4.1,1351,-200,21.8,1345,538,502,117,1923,1420,19.5,67.1,1.506
10/27/2004,14:00:00,10,3.6,1340,-200,18.6,1256,556,537,119,1842,1297,18.5,76.2,1.6045
10/27/2004,15:00:00,10,2.8,1157,-200,14.5,1131,370,623,113,1675,1157,19.6,69.7,1.5675
10/27/2004,16:00:00,10,2.1,1118,-200,13.4,1096,257,647,102,1649,1130,19.9,65.3,1.5066
10/27/2004,17:00:00,10,2.4,1150,-200,15.8,1173,266,608,101,1711,1195,20.0,63.3,1.4622
10/27/2004,18:00:00,10,3.6,1247,-200,20.7,1315,403,544,116,1874,1341,19.2,66.4,1.4592
10/27/2004,19:00:00,10,2.6,1194,-200,16.6,1198,275,587,101,1732,1228,19.3,67.5,1.4977
10/27/2004,20:00:00,10,2.8,1184,-200,15.3,1157,338,586,94,1685,1273,18.2,71.4,1.4776
10/27/2004,21:00:00,10,1.4,990,-200,8.0,898,176,748,75,1442,1006,17.8,71.2,1.4396
10/27/2004,22:00:00,10,1.1,933,-200,5.8,803,159,842,69,1369,898,17.6,69.9,1.3969
10/27/2004,23:00:00,10,1.3,968,-200,7.0,858,147,796,60,1388,894,16.0,75.9,1.3721
10/28/2004,0:00:00,10,0.9,861,-200,4.5,735,99,925,58,1287,789,16.9,72.0,1.3749
10/28/2004,1:00:00,10,1.0,904,-200,5.2,774,98,878,51,1329,805,15.7,76.3,1.3519
10/28/2004,2:00:00,10,0.9,866,-200,4.4,734,109,899,45,1299,770,14.8,78.7,1.3169
10/28/2004,3:00:00,10,0.7,881,-200,4.2,724,-200,913,-200,1277,776,14.8,79.7,1.3286
10/28/2004,4:00:00,10,-200.0,838,-200,3.8,700,112,936,41,1268,744,14.6,79.9,1.3156
10/28/2004,5:00:00,10,0.8,905,-200,5.2,776,163,851,48,1327,825,15.2,78.0,1.3382
10/28/2004,6:00:00,10,1.6,1055,-200,10.0,977,326,703,61,1506,1013,15.5,77.2,1.3502
10/28/2004,7:00:00,10,3.4,1328,-200,20.0,1296,640,527,88,1829,1341,15.7,76.4,1.3558
10/28/2004,8:00:00,10,4.4,1401,-200,25.8,1449,736,477,102,1969,1528,16.0,76.4,1.3751
10/28/2004,9:00:00,10,3.5,1291,-200,20.0,1296,667,529,97,1752,1432,16.7,73.8,1.3886
10/28/2004,10:00:00,10,3.4,1316,-200,20.6,1314,677,526,116,1780,1499,18.6,66.3,1.4047
10/28/2004,11:00:00,10,2.4,1116,-200,12.2,1057,425,639,112,1532,1236,20.4,58.1,1.3762
10/28/2004,12:00:00,10,2.3,1139,-200,13.1,1088,349,625,101,1580,1180,20.6,57.3,1.3792
10/28/2004,13:00:00,10,2.6,1165,-200,14.5,1131,332,609,99,1640,1196,21.6,53.6,1.3669
10/28/2004,14:00:00,10,2.9,1260,-200,17.5,1224,412,571,113,1731,1301,21.4,55.6,1.4015
10/28/2004,15:00:00,10,4.4,1475,-200,25.9,1451,631,455,122,1991,1646,20.7,63.0,1.5204
10/28/2004,16:00:00,10,5.0,1521,-200,26.6,1470,677,446,139,1977,1720,21.3,61.9,1.5463
10/28/2004,17:00:00,10,6.5,1633,-200,35.3,1671,761,398,149,2271,1852,20.8,64.0,1.5522
10/28/2004,18:00:00,10,5.9,1463,-200,28.2,1508,650,468,136,2092,1670,20.3,66.7,1.5656
10/28/2004,19:00:00,10,2.7,1140,-200,14.2,1122,262,619,103,1602,1208,19.7,64.5,1.4594
10/28/2004,20:00:00,10,2.5,1147,-200,12.4,1065,292,651,112,1562,1160,19.4,64.0,1.4282
10/28/2004,21:00:00,10,1.5,988,-200,6.6,839,177,805,88,1382,937,20.1,60.8,1.4152
10/28/2004,22:00:00,10,1.0,924,-200,4.8,754,103,890,63,1327,783,20.4,60.4,1.4263
10/28/2004,23:00:00,10,1.2,950,-200,5.4,782,127,862,69,1331,807,20.1,62.6,1.4543
10/29/2004,0:00:00,10,1.0,926,-200,4.3,727,119,925,65,1326,729,19.9,64.9,1.4905
10/29/2004,1:00:00,10,0.8,879,-200,2.9,645,83,1023,50,1288,612,18.2,74.7,1.5441
10/29/2004,2:00:00,10,0.6,864,-200,2.5,621,65,1073,43,1286,574,18.4,73.8,1.5463
10/29/2004,3:00:00,10,0.6,868,-200,2.2,596,-200,1092,-200,1276,579,18.7,73.5,1.5664
10/29/2004,4:00:00,10,-200.0,894,-200,2.7,636,84,1010,56,1308,687,18.2,76.6,1.5907
10/29/2004,5:00:00,10,1.1,1009,-200,6.1,816,200,799,69,1430,856,18.5,76.4,1.6112
10/29/2004,6:00:00,10,1.3,1069,-200,7.7,889,242,738,91,1469,976,19.3,71.6,1.5844
10/29/2004,7:00:00,10,2.9,1311,-200,15.9,1178,366,574,111,1769,1208,20.2,66.9,1.5643
10/29/2004,8:00:00,10,3.7,1370,-200,22.8,1372,404,485,124,1945,1400,20.8,64.7,1.5692
10/29/2004,9:00:00,10,3.0,1246,-200,16.6,1197,429,566,119,1746,1278,21.9,61.8,1.6021
10/29/2004,10:00:00,10,1.4,1039,-200,8.4,917,169,735,77,1467,934,23.5,57.7,1.6515
10/29/2004,11:00:00,10,2.6,1296,-200,13.9,1113,419,604,101,1736,1073,19.8,81.0,1.8538
10/29/2004,12:00:00,10,4.2,1523,-200,24.9,1428,603,458,116,2114,1363,20.2,86.5,2.0224
10/29/2004,13:00:00,10,5.1,1424,-200,22.4,1361,589,484,137,1983,1346,20.2,82.2,1.9184
10/29/2004,14:00:00,10,5.5,1513,-200,26.1,1457,706,463,163,2125,1393,19.7,82.2,1.8669
10/29/2004,15:00:00,10,4.5,1338,-200,18.1,1244,592,558,144,1847,1255,20.2,79.1,1.85
10/29/2004,16:00:00,10,2.7,1214,-200,13.9,1113,305,616,118,1664,1213,20.1,75.4,1.751
10/29/2004,17:00:00,10,3.1,1290,-200,18.5,1253,371,550,135,1807,1332,20.2,72.3,1.6893
10/29/2004,18:00:00,10,4.2,1353,-200,20.9,1323,465,519,129,1860,1430,20.0,73.3,1.693
10/29/2004,19:00:00,10,3.1,1130,-200,12.9,1082,390,647,128,1591,1102,18.3,74.9,1.5583
10/29/2004,20:00:00,10,1.7,969,-200,6.7,843,227,828,103,1375,895,18.9,70.4,1.5259
10/29/2004,21:00:00,10,1.8,1038,-200,7.0,856,284,801,116,1415,905,17.3,76.3,1.4919
10/29/2004,22:00:00,10,1.7,1020,-200,7.3,869,211,793,95,1410,869,17.1,77.9,1.5081
10/29/2004,23:00:00,10,2.1,1097,-200,9.1,944,297,716,107,1489,982,17.3,79.3,1.5569
10/30/2004,0:00:00,10,2.4,1123,-200,9.9,973,351,690,108,1520,999,17.3,79.9,1.5643
10/30/2004,1:00:00,10,1.8,1023,-200,6.9,851,259,782,94,1413,881,16.9,80.6,1.5372
10/30/2004,2:00:00,10,1.5,1015,-200,6.5,833,214,786,84,1400,868,16.9,81.4,1.551
10/30/2004,3:00:00,10,1.4,979,-200,5.9,805,-200,809,-200,1383,843,16.8,81.5,1.5418
10/30/2004,4:00:00,10,-200.0,931,-200,5.4,784,173,826,72,1372,833,16.9,79.8,1.5238
10/30/2004,5:00:00,10,1.0,922,-200,5.4,783,192,857,76,1367,825,16.7,79.7,1.503
10/30/2004,6:00:00,10,1.4,989,-200,7.8,891,237,762,82,1453,901,16.8,79.0,1.4978
10/30/2004,7:00:00,10,2.4,1149,-200,13.6,1103,413,622,94,1662,1090,16.8,79.8,1.5115
10/30/2004,8:00:00,10,3.1,1202,-200,15.4,1160,455,585,102,1723,1165,16.9,79.9,1.5253
10/30/2004,9:00:00,10,3.0,1206,-200,14.4,1131,493,592,106,1675,1201,17.4,79.3,1.5593
10/30/2004,10:00:00,10,2.7,1224,-200,14.3,1126,482,596,108,1656,1231,18.0,76.6,1.5706
10/30/2004,11:00:00,10,4.0,1371,-200,20.3,1305,599,521,152,1845,1461,21.2,64.4,1.6015
10/30/2004,12:00:00,10,3.7,1327,-200,18.7,1259,481,539,160,1826,1434,22.4,60.8,1.6261
10/30/2004,13:00:00,10,3.4,1301,-200,17.3,1218,406,553,133,1806,1399,22.6,61.1,1.6596
10/30/2004,14:00:00,10,3.4,1301,-200,16.9,1208,419,560,147,1781,1417,23.6,57.3,1.645
10/30/2004,15:00:00,10,3.2,1314,-200,16.4,1191,387,564,135,1777,1395,23.5,58.3,1.664
10/30/2004,16:00:00,10,3.9,1394,-200,19.1,1272,461,526,135,1869,1442,22.9,61.6,1.7014
10/30/2004,17:00:00,10,3.7,1385,-200,18.7,1260,493,528,129,1850,1425,22.3,64.3,1.7055
10/30/2004,18:00:00,10,4.3,1440,-200,22.4,1362,532,486,117,1968,1496,21.6,68.0,1.7305
10/30/2004,19:00:00,10,4.9,1493,-200,25.3,1437,581,470,116,2015,1551,21.2,67.4,1.6755
10/30/2004,20:00:00,10,4.0,1319,-200,17.7,1230,494,551,109,1785,1381,20.8,65.8,1.6001
10/30/2004,21:00:00,10,2.8,1187,-200,13.8,1110,392,612,96,1658,1229,20.4,64.8,1.5379
10/30/2004,22:00:00,10,2.4,1119,-200,10.2,984,311,688,90,1539,1082,20.1,66.7,1.5548
10/30/2004,23:00:00,10,1.9,1100,-200,8.6,924,236,744,82,1494,963,19.5,70.0,1.5711
10/31/2004,0:00:00,10,2.0,1076,-200,7.9,895,270,757,86,1492,939,19.3,70.4,1.5578
10/31/2004,1:00:00,10,1.5,972,-200,5.7,799,199,833,72,1425,825,19.7,68.6,1.5563
10/31/2004,2:00:00,10,1.3,973,-200,6.4,828,146,818,61,1445,811,19.7,68.2,1.5484
10/31/2004,3:00:00,10,1.0,918,-200,4.6,742,-200,905,-200,1386,720,19.9,68.4,1.5673
10/31/2004,4:00:00,10,-200.0,844,-200,2.7,630,74,1035,45,1320,627,18.4,74.2,1.5581
10/31/2004,5:00:00,10,0.5,817,-200,2.1,588,55,1134,37,1310,589,18.9,71.3,1.5449
10/31/2004,6:00:00,10,0.4,791,-200,1.2,519,43,1291,31,1295,540,18.1,79.0,1.6224
10/31/2004,7:00:00,10,0.4,819,-200,1.4,537,46,1264,30,1315,551,20.4,71.2,1.6834
10/31/2004,8:00:00,10,0.9,972,-200,4.6,743,139,944,41,1477,742,20.6,70.7,1.6996
